,Title,Company,Location,Rating,Date,Salary,Description,Links
469,Jr. Completions Data Analyst,Corva,"Houston, TX+1 location",NaN,PostedPosted 30+ days ago,"$60,000 a year","Identify anomalies and problematic data.
Ability to identify anomalies and problem data.
Ability to enter accurate data and prioritize workload.",/rc/clk?jk=325cdf723cfcbe01&fccid=4e7bada0814c01ea&vjs=3
470,Product Analyst - Data Self-Service,Danone,"Hybrid remote in White Plains, NY 10605",4.1,PostedToday,"$95,000 - $110,000 a year","Experience with data strategy definition and data governance.
Governance reach: Percentage of Data Self-Service products documented and published to data…",/rc/clk?jk=3674e2ea3621cb06&fccid=1d449a8e14af7cf3&vjs=3
471,Business Analyst - Media,Quantilus Innovation,Remote,NaN,EmployerActive 2 days ago,$55 - $60 an hour,"\*\*\*\*Must have TV / Media experience\*\*\*\**.
Document business use cases and requirements that will in turn become product stories for our engineering…",/company/Quantilus-Innovation-India/jobs/Business-Analyst-4de39128abded884?fccid=56e47c8d69223e64&vjs=3
472,"DATA ANALYST, Enrollment Services Operations",Boston University,"Remote in Boston, MA 02215+5 locations",4.1,PostedPosted 1 day ago,NaN,"This position is responsible for collecting, analyzing, and presenting data to help make data driven decisions.
Collecting, analyzing and presenting data;",/rc/clk?jk=1d1fcf5fd8d8c167&fccid=2e7c6e6217aa02b5&vjs=3
473,CRM Data Analyst,University of Colorado Boulder,"Boulder, CO 80309 (Colorado University area)+3 locations",4.0,PostedJust posted,$31.25 - $34.00 an hour,"Data load bulk imports of data when appropriate (example, new students), and ensure integrity of data.
Experience with data analysis and manipulation.",/rc/clk?jk=ff7045e967275d02&fccid=e370394a608927d2&vjs=3
474,"Data Analyst, Solutions Measurement",InMarket,"Remote in Austin, TX",4.5,PostedPosted 30+ days ago,"$90,000 - $122,000 a year","As a Data Analyst you are responsible for identifying issues, resolving and monitoring big data sets, as the data flows in.
Write elegant, readable SQL code.",/rc/clk?jk=a5d5f34db24a92bd&fccid=dc4a058db3584448&vjs=3
475,Business Data Analyst,OneDigital,"Hybrid remote in Chicago, IL 60654+1 location",3.8,PostedPosted 30+ days ago,"$60,000 - $100,000 a year","Develop policies for data governance.
Undertake data entry, data maintenance, and database development and management, including familiarizing end-users with…",/company/OneDigital/jobs/Business-Data-Analyst-74914690b87b4488?fccid=83cb647156059a60&vjs=3
476,Senior Data Analyst,Pixelberry Studios,"Remote in Los Altos, CA 94022",4.7,PostedPosted 30+ days ago,"$105,920 - $158,880 a year","Experience in / ownership of data model/telemetry.
Be the subject matter expert on Storyloom data on both sides of the marketplace.",/rc/clk?jk=49ef2147b0d287c9&fccid=6f31e3b6a4a8e231&vjs=3
477,Business Analyst,1 Point System,"Jacksonville, FL",NaN,PostedToday,$29.19 - $65.47 an hour,"_• 5 + years as Business Analyst working on projects or product teams; leveraging different methodologies, with primary focus on agile_.",/company/1-Point-System/jobs/Business-Analyst-e6080cf4b120bd30?fccid=e137c782223723dd&vjs=3
478,Data Analyst,Procal Technologies,Remote,NaN,PostedPosted 30+ days ago,"$60,000 a year","Providing technical expertise in data storage structures, data mining, and data cleansing.
To be responsible for the curation and validation of master data with…",/rc/clk?jk=4e5eaaf210eea7e9&fccid=e20e8c7094456dda&vjs=3
479,ITSM Service Delivery Analyst,Amex,"Phoenix, AZ",4.1,PostedPosted 1 day ago,"$70,000 - $135,000 a year","Data Analysis experience (extracting, analyzing and massaging data).
Perform data analysis to validate quality, derive measures and ensure compliance.",/rc/clk?jk=6d8fb92d9d8adc9b&fccid=f057e04c37cca134&vjs=3
480,Data Specialist,Ascension,Remote,3.6,PostedPosted 30+ days ago,"From $85,280 a year",Implements design patterns in an integrated data architecture to support end-to-end acquisition and engagement journeys to help data analytics and data…,/rc/clk?jk=49f7be1e15469532&fccid=ae24f29d22570194&vjs=3
481,Business Analyst,Masterworks,"Remote in Poulsbo, WA 98370",3.5,PostedPosted 2 days ago,NaN,"Partner with data engineers to develop and operate data solutions.
Research trends using data mining and statistical analysis.",/rc/clk?jk=2bdc64211c6d6d7e&fccid=db5cfcc890859fb6&vjs=3
482,Transit Data Analyst,PEMCCO,"Baltimore, MD 21201 (Downtown area)",NaN,PostedPosted 21 days ago,NaN,"The Transit Data Analyst will coordinate with internal stakeholders on various modal operations teams to obtain datasets, write queries, create of data…",/rc/clk?jk=4a4b6603a04ba8ba&fccid=1953d033051245fd&vjs=3
483,Digital Business Analyst,Nike,"Memphis, TN 38116 (White Haven-Coro Lake area)",4.1,PostedPosted 7 days ago,NaN,"Experience in dashboard development using data visualization tools required; Tableau preferred.
1-3 years of process and operational experience, including…",/rc/clk?jk=7709342365eef012&fccid=2c62e4de04b8f952&vjs=3
484,Data Analyst,National Tax Advisory Services,"Encino, CA 91436",NaN,EmployerActive 3 days ago,NaN,"Experience with data modeling, data warehousing, and data mining.
Minimum of 2 years of experience in data analysis or related field.",/rc/clk?jk=0607ca8bcd9a7326&fccid=4a42c3ba3908fd52&vjs=3
485,Data Acquisition and Optimization Analyst,Loews Hotels,+1 locationRemote,4.0,EmployerActive 23 days ago,"$80,000 - $85,000 a year","Utilize ETL tools to extract, transform, store and retrieve data from operational systems through the data warehouse system.
Manage and support SSRS reports.",/company/Loews-Hotels-&-Co/jobs/Data-Acquisition-Optimization-Analyst-1b2911a58a6d2259?fccid=8faafa97330c668e&vjs=3
486,Data Analyst,Jackson Lewis PC,"Hybrid remote in Melville, NY 11747+1 location",3.4,PostedJust posted,$26.92 an hour,"Our team includes a creative group of attorneys and staff, including data analysts and statisticians, who work together to leverage client-specific data to…",/company/Jackson-Lewis/jobs/Data-Analyst-7b2ce35a899a94a8?fccid=e54290448239033c&vjs=3
487,Axiom Business Analyst,Dumpa Consulting LLC,"New York, NY 10001 (Chelsea area)",NaN,PostedPosted 2 days ago,$60 - $65 an hour,"Microsoft SQL Server: 3 years (Preferred).
All candidates should meet the below requirements for the open Axiom BA role.*.
Salary: $60.00 - $65.00 per hour.",/company/DUMPA-Consulting-LLC/jobs/Axiom-Business-Analyst-e431ef3ff4877910?fccid=b985ce0a0e259607&vjs=3
488,Data Analyst,Excella,"Arlington, VA 22201 (Clarendon-Courthouse area)",4.4,PostedPosted 30+ days ago,NaN,"Demonstrate understanding of relational databases, data architecture, and data modelling.
Able to operationalize business questions using data.",/rc/clk?jk=5ade73daa7574a17&fccid=c9be56acc15923b7&vjs=3
489,Data Analyst,Integra Connect,Remote,2.6,EmployerActive 2 days ago,NaN,"Work with clients to update extractions and ensure timely delivery of data where data extracts are owned by clients.
Come join our growing team!",/company/Integra-Connect/jobs/Data-Analyst-3662bcdf7876c0a7?fccid=9075136cad066570&vjs=3
490,Quality Assurance Analyst (Transactional Data),"Brandt Information Services, LLC",Remote,3.8,PostedPosted 3 days ago,"$48,000 - $60,000 a year","Transactional data flow or financial transaction reconciliation.
We are seeking a Quality Assurance Analyst with transactional data experience to support…",/rc/clk?jk=5f904356778eb2be&fccid=a6077fb7eb9cf9fe&vjs=3
491,Data Management Analyst (Remote),Florida Blue,Remote,3.9,PostedJust posted,NaN,"The scope of this work involves one or more of the following data management disciplines: reference data management, data protection, data stewardship, master…",/rc/clk?jk=385536b39b283e35&fccid=2fdfd060fabdfb04&vjs=3
492,data visualization analyst,American business solutions inc,"Richmond, VA 23229 (University of Richmond area)",4.2,EmployerActive 3 days ago,NaN,"Experience with extracting data from a data warehouse preferred.
Strong knowledge of tech aspects of visualization, analytics, BI applications including data…",/company/American-Business-Solutions/jobs/Data-Visualization-Analyst-dbc13064ad6f4a61?fccid=0036b90aaa0f315e&vjs=3
493,Data Analyst,ASC American Sun Components,"Tamarac, FL 33321",4.4,PostedPosted 24 days ago,NaN,"Structure large data sets to find usable information.
Collaborate with team members to collect and analyze data.
5+ years experience in Data Analytics field.",/rc/clk?jk=cc25a115988a9e49&fccid=1b65d74d10013693&vjs=3
494,Lab Analyst I (MA),"Green Analytics Massachusetts, LLC","Framingham, MA 01701",NaN,EmployerActive 2 days ago,$25 an hour,"Imports data into LIMS and Seed-to-Sale systems; submits data reports and Certificates of Analysis for supervisory approval.
Pay: $25.00 per hour.",/pagead/clk?mo=r&ad=-6NYlbfkN0DQm_XwHeSlXdBjuei3-nG811l3Z5lApodTSube5bvrTCnHIyNLv6Z_0o8V2gIyMbSC_uPdy7Y9N8vY_7vU6KgpArqrZ33d22VJQLTtUdfHliC5rqKB_NdmvXyRgbP2NdqTDC1Q1fmuEMXYWr4IM01KOk6UmMW8c8yaSh2VU-Jn_HMavWbw2dChtKBorYgZq-4uCWzGKw1imiCW-907mMtvw-wSzsX0w3Hf_jrOs_nLtj-40V2lmRr5WMYcsTQzRTT3MyHSmvdzgTUpl0LuT6lgDQYkWBwy3prrCrHF8SUboVqnbOtw1YB83uUDHm6GAOj-nfAxhxN2UR_1tIx6g874q-tZMEK0oKYXno317O638zF6Fn09rzIpDn-DAdohtm9xZe7GnLpJatxQZNrEaaZF3gkLrn47RCYCElUKL0cUruo6kMwWVUs_XwrfWj5-7uGsgJvrucMhQY2a46NwZd1cQPzP08jVa4Y_cGEID2zUerjzDY7MgpUxc-28_vNB50cFMIgRh9OMFA==&xkcb=SoD5-_M3RuhO_Dx1N50NbzkdCdPP&p=11&fvj=1&vjs=3
495,Junior Data Analyst,IntelliBridge LLC,"Remote in Fredericksburg, VA 22407",4.2,PostedPosted 30+ days ago,NaN,"Strong data analysis and problem-solving skills.
This position will serve as a key analyst to assist with the definition of key program metrics, to collect the…",/rc/clk?jk=aeaa94f15b8ea3ef&fccid=9718145a3454362b&vjs=3
496,Data/Business Analyst,RealPage,Remote,3.3,EmployerActive 5 days ago,"$100,000 - $120,000 a year","The team is a collection of analysts that facilitate the network of data between our internal and external sources of data.
Apache Airflow: 2 years (Required).",/company/RealPage-Inc/jobs/Data-Business-Analyst-e83f35d99d5a987d?fccid=124d2eb87a9084a3&vjs=3
497,Business Analyst,JRH Consultants,Remote,NaN,EmployerActive 2 days ago,NaN,"Excellent organizational and communication skills with attention to detail.
JRH is seeking to hire a Business Analyst.to support our Development Team with…",/company/JRH-Consultants/jobs/Business-Analyst-bb0ecb1ca4cc97ab?fccid=cef2e82d17c0d987&vjs=3
498,Business Intelligence Analyst,Warner Music Group,"Remote in Los Angeles, CA 90028",4.1,PostedPosted 30+ days ago,"$64,480 - $78,000 a year","Be responsible for ensuring the integrity of the data of existing and newly created data products.
Proven experience working with large data sets in a reporting…",/rc/clk?jk=a4bc899aebf65439&fccid=5c9de1aedf73e3b6&vjs=3
499,Data Analyst,Farm Credit Network,"East Lansing, MI+1 location",NaN,PostedPosted 2 days ago,NaN,"You will be responsible for accurate business results reporting and data monitoring.
Work with and SRS reports to maintain data accuracy and quality.",/rc/clk?jk=2bcb06d34abeb021&fccid=0fe8ad7027611bef&vjs=3
500,Data Analyst,Propel Together,Remote,2.9,PostedPosted 30+ days ago,NaN,Responsibilities include analysing data for the product and sales team in order for them to engage with customers more and using data to help answer customer…,/rc/clk?jk=96daf5e549290a10&fccid=932481fa2e1b1ff5&vjs=3
501,Digital Media Data Analyst,Gupta Media,"Boston, MA 02116 (South End area)",NaN,PostedPosted 17 days ago,NaN,"You have no problem tearing apart a problem, and living inside a spreadsheet/data set to find the answer to any question.",/rc/clk?jk=d7bb3a4e842698a9&fccid=da6d6354db9ebcc1&vjs=3
502,Financial Analyst,McWilliams and Son Heating and Air Conditioning,"Burke, TX",NaN,EmployerActive 4 days ago,"$75,000 - $90,000 a year","O High attention to detail with exceptional eye for data and reporting accuracy.
O 2+ years of experience in Finance or data-oriented business role.",/company/McWilliams-and-Son-Heating-and-Air-Conditioning/jobs/Financial-Analyst-5fce47f16983e808?fccid=f79be7f0f632bc55&vjs=3
503,Business Analyst,Cognizant,"San Francisco, CA+8 locations",3.9,PostedPosted 9 days ago,NaN,"Assist the team by providing insights from the documentations.
Updating to automation stakeholders and other team members during project delivery.",/rc/clk?jk=06b72f3cb224f48e&fccid=2df6a1e69a70a1e7&vjs=3
504,"Data Analyst, Marketing",Fairway Independent Mortgage Corporation,"Carrollton, TX 75007",4.4,PostedPosted 1 day ago,"$97,739 a year","One (1) year in any occupation in which data analysis, marketing, or related experience was gained must include (experience can be gained before or after…",/rc/clk?jk=dc08c874300998c8&fccid=cc6395aeaae78834&vjs=3
505,Data Analyst III,Solar Cannabis Co.,"Somerset, MA 02725",NaN,PostedPosted 13 days ago,NaN,"Track and aggregate operational data from METRC, Dutchie (or comparable POS system), Google Analytics, SEO, and other data sources and dashboards.",/rc/clk?jk=814b4be9031d6efb&fccid=d2e974afe8d7fceb&vjs=3
506,Business Analyst,Excellerent Solutions Inc,"Irving, TX",NaN,EmployerActive 3 days ago,"$63,222 - $121,293 a year","Work with departmental managers to understand the current processes and systems.
Conduct time-in-motion studies and facilitate focus group sessions to identify…",/company/Excellerent-Solutions-Inc/jobs/Business-Analyst-63946dfaa24259df?fccid=2ad24a4da9183aeb&vjs=3
507,"IT Business Analysis Trainee, TV Networks/IT - Summer/Fall 2023","Sony Pictures Entertainment, Inc.","Hybrid remote in Culver City, CA",4.1,PostedPosted 13 days ago,$25 an hour,"Good understanding of data models (databases, relationships, primary keys, data quality…).
Participate in the documentation of detailed functional & data…",/rc/clk?jk=c379e80d1df04997&fccid=87296c430fc584e1&vjs=3
508,DUPLICATE - Reference Data Analyst,Deutsche Bank,"Jacksonville, FL+1 location",3.8,PostedPosted 18 days ago,NaN,"Perform data analysis and mapping for ad-hoc analytics requests.
As a Business Analyst, your key responsibilities will be to review party data for ad-hoc data…",/rc/clk?jk=7f85e9203d3fd59c&fccid=f1d8e147024abb3f&vjs=3
509,Data Analyst,SIBITECH,"Jacksonville, FL 32233 (Holly Oaks area)",NaN,EmployerActive 2 days ago,"$79,000 - $110,000 a year","Analyze market or client related data.
Create databases to store electronic data.
Structure large data sets to find usable information.",/company/SIBITECH/jobs/Data-Analyst-eb3e6bf6eac69cf5?fccid=b1a2a9c02f45bc74&vjs=3
510,Data Business Intelligence Analyst II,ApolloMed,Remote,NaN,PostedPosted 8 days ago,"$70,574 - $100,000 a year","Analyze and interpret statistical data to improve medical management platform used by physicians.
Previous academic coursework to include creating and modifying…",/rc/clk?jk=f5abad1047cbec63&fccid=80f5616c7b308f10&vjs=3
511,Senior Data Analyst,FanDuel,"Hybrid remote in New York, NY+1 location",3.7,PostedPosted 16 days ago,"$115,000 - $135,000 a year","3-5 years' experience in an analytics role preferred.
Or relevant experience in data and/or business analysis preferred.",/rc/clk?jk=aa17746059abe134&fccid=ada833cd00ae27d8&vjs=3
512,Data Analyst,Camping World,"Bowling Green, KY 42104",2.7,PostedPosted 9 days ago,NaN,"Create business cases using data and insights from subject matter experts.
Work closely with business partners to build data-based solutions that support their…",/rc/clk?jk=0d3140089a429158&fccid=4ec2dc648eedd45e&vjs=3
513,BI Analyst,REVOLVE,"Cerritos, CA 90703",3.6,PostedPosted 28 days ago,"$70,000 a year","Generate analysis and develop key insights from various data sources to come up with actionable recommendations.
Position responsibilities and daily tasks:",/rc/clk?jk=f9196909410b6798&fccid=2c04aefbc361fe41&vjs=3
514,Financial Analyst,Gen4 Dental,+1 locationRemote,NaN,EmployerActive 2 days ago,"$85,000 - $90,000 a year","Serve as the centralized gateway for all data requests with regards to Revenue Cycle data.
The Revenue Cycle Management Analyst will be responsible for…",/company/Gen4-Dental/jobs/Financial-Analyst-b869d2d2100d7369?fccid=6b9c8afd8947831c&vjs=3
